id,text,average,std,label
1159469570912137216,Invest in your bitch,0.9129918609670972,0.128155523355399,OFF
1159528564925984768,everyone talks shit in LA,0.9004643552855734,0.1262093291171597,OFF
1159538776357711874,@USER @USER this is dumb as shit,0.92799094696995,0.07460796373385027,OFF
1159541043768913920,Baby wake the fuck up,0.9199931177037032,0.09569590756499688,OFF
1159541064665063424,@USER @USER Shame the dog didn’t bite her bitch ass face.,0.9086688864327988,0.14064224353228294,OFF
1159541110370439176,@USER what the fuck,0.9154877555873244,0.11685176735972573,OFF
1159492182878883840,Absolute shitshow. These owners do not give a shit,0.910937447940136,0.1237611568791626,OFF
1159541786198495232,ima eat whatever the FUCK I wanna eat,0.9130637956815492,0.10262910360932193,OFF
1159541793517658112,@USER @USER @USER @USER @USER Shut the fuck up,0.9268734507416546,0.06322732895656788,OFF
1159541801134501894,i wish the world had ended in 2012 man fuck this shit,0.9058859645434052,0.12796886558760268,OFF
1159541819803181056,who the fUCK let me drink,0.9090662033085188,0.1131257701235832,OFF
1159543564260597760,Holy shit this fucking incredible!!!! Fucking get in!!!! #FCMRAN #FCMRangers #EuropaLeague,0.9024810338345018,0.1565821429544971,OFF
1159328169658183685,me: *sneezes*   ed: yeeesssss burn those calories  me: bitch what the fuck,0.9136772652389142,0.1330845758146224,OFF
1159545468621336577,"@USER So in the meantime you'll just continue to be a stupid bitch. Lamn excuse, uneducated hillbilly",0.9038798969198424,0.1428222308579324,OFF
1159546388373540864,Bitches be mad at you cause the nigga they Inlove with Inlove with you 😂😂 bitch hate him not me,0.9195190652688714,0.12563427190265822,OFF
1159538468881457152,@USER You're a fucking idiot.,0.9067921922604694,0.11036353662440712,OFF
1016001288876838912,"If i ever disrespected you, i meant that shit. Cuz i know i let yo ass slide 500 and a half times before i did you like that.",0.9017628120552031,0.08701647935202887,OFF
1159431834788388866,honestly don’t know why anyone would ever wish for boobs cos they’re fucking disgusting,0.9033166405685142,0.13108093011507374,OFF
1159551392295424000,what u heard is true. i am a stupid bitch.,0.9040732679203192,0.15150283435975895,OFF
1156590728761499649,i just want a fat ass fruit bowl rn,0.9105012432370844,0.1034003174061092,OFF
1159553781669007365,@USER Bitch I was born readyyyyyy,0.9078082684573568,0.09023127152264808,OFF
1159514172935348224,r u from europe because europiece of shit,0.9005551236770646,0.12603592613462095,OFF
1159557174735048704,"@USER The only thing that a pot smoker harms is a bag of chips. Go fuck yourself, bitch.",0.9033954267142306,0.15238990883099185,OFF
1157846954241474560,"a bitch will think she winnin just because she fucking with ur ex, first of all u bout to be embarrassed just like i was sis",0.9033536944428406,0.10656708822179717,OFF
1159543360182476800,even the devil thinks you’re a piece of shit,0.9150105709993772,0.1154189959544994,OFF
1159559108053200896,If his friends on some weird shit you know he on some weird shit. Niggas always on the same shit they brother on 😂,0.9019693770813194,0.14334262213556692,OFF
1155886071672188930,"RT if you're a piece of shit but like, a good one.",0.9094654280222828,0.1272706737295212,OFF
1159568822489296897,@USER im sick of bitches,0.9050028335558936,0.10838812528338783,OFF
1159500820544655360,g morning bitches remember 2 not be a piece of shit 2day,0.9094957652118476,0.10711651048419188,OFF
1159553266960740354,U ever fall for someone and think “oh ya this shit is gonna fuck me up real good”,0.9007208554556014,0.12318192120175647,OFF
1159573742638362624,@USER bitch shut the fuck up. don’t have a dog if you’re going to be treating it poorly because of your own dumbass’ issues,0.9027735169487484,0.13440559864812235,OFF
1159574396413128711,@2K20Leaks Because they had to put time into putting fucking wnba trash ass in the game smfh,0.9001964859990331,0.1314973192214261,OFF
1159575889769713665,@USER My girl cute as fuck and I will never eat no ass,0.903047109547984,0.13201328458354086,OFF
1159576547314978816,"go outside bitch, tell the trees about your problems, people don't give a fuck.",0.9080412951477016,0.1257974746806771,OFF
1159489219980681216,im ALL with the gay shit 🥰,0.9060670655302112,0.14076468708239967,OFF
351149808800628736,Life is a bitch and her pu$$y's wet!,0.9312217727860492,0.0985484617359296,OFF
1159546423014281217,Fuck sparkling water and fuck u if u drink that shit. Don’t be a fuckin idiot and just regular water to hydrate ur body hates u and so do I,0.906458328695384,0.1313732273924536,OFF
979396190981664768,so sick of going through the same shit over and over again.,0.9237991750271339,0.11266689704157624,OFF
1159565056952213505,i just like don’t care to entertain anyone especially stupid ass boys who don’t give a fuck LMAO,0.9064117551018186,0.14184831999242778,OFF
1159588493796007936,@USER Half of your brain be telling you to do some dumb ass shit and the other half just using common sense 😂😂😂,0.905721009089866,0.1306926189047036,OFF
1159588498162298885,Why this stupid ass shit had to happen before My damn birthday I’m mad asl🥴 I need a damn car!!!!,0.9021954609888516,0.15000553755426907,OFF
1159590935170289664,@USER Who is Gay and why are you fucking them?,0.9015621757083324,0.1418790144206638,OFF
1159590951536361473,@USER Her boyfriend is constantly saying dumb shit and she indirectly defends him or stays quiet about his stupid views,0.9027254761578318,0.123751929657226,OFF
1159590968305364992,Can y’all stop RTing that damn ugly ass rat and her babies on my tl,0.9011429478045044,0.12961940077995404,OFF
1159592092357799938,@USER This shit is fucked up. Fr,0.9006495914377266,0.11558036329214165,OFF
1159247890356690944,I respect ANY nigga that check bitches over his bitch You the shit😩😩😩,0.919144855091662,0.11369323569749296,OFF
1159595943202680833,@USER Have some fucking professionalism you stupid bitch ass piece of shit,0.9046892321666312,0.11469962502687588,OFF
1159596878054346753,Bitch your attitude is ugly therefore you’re ugly,0.9120804870030992,0.12663250047065075,OFF
1159597526904971264,Anyone know of any full time jobs hiring ? Ya girl is ab to flip the fuck out at this bitch,0.9017519607385086,0.14085643658450775,OFF
1159599042315390976,@USER shut the fuck up lmao,0.91966258464984,0.08119485179132645,OFF
1159599046786473985,the fucking audacity,0.9259944194188864,0.07144937709606491,OFF
1159603312171343873,@USER FYI: it’s stupid shit like this that makes you progressives look stupid as shit to the rest of us.,0.906381502303458,0.1285924270698944,OFF
1159604037756608514,how about you get the fuck off my channel bitch,0.9182264753671908,0.11178470401156626,OFF
1159605099079110658,@USER nah man that type of shit drives thots away,0.9117576955306692,0.1104786266357701,OFF
1159608236565258240,Fucking n sucking ya baby daddy then  ya girl ..... these hoes will always play “victim “ an never own up to the shit ..,0.9043039957135772,0.1268120872165144,OFF
1159255642349195264,i hate bitches that try to get u in trouble wit yo nigga bitch mind yo mothafuckin business hoe,0.9172648990750016,0.11324001411344403,OFF
1159611080164945926,Bruhh i swear the fucking bullshit,0.905586881529624,0.10856135707651077,OFF
1159588496945758208,Some of y’all really be pushing some boof ass weed smh shame on u,0.9002597190957562,0.11813697951203822,OFF
1159613769376501761,"Fucking fed up of this shit now, and to make it worse I’m craving chinese",0.9040340896743714,0.13822644909691606,OFF
1159614279919628288,No one wants to use you broke ass idiot.,0.9073723380704184,0.12776211933398762,OFF
1159613639638343681,Someone please tell Ronnie Radke to shut the fuck up,0.9111341521024816,0.0883791253040896,OFF
1159439257435541504,I got shit to lose so ain't shit to prove 💯,0.9074295364855658,0.11676933574419562,OFF
1159619490000146432,@USER They really allowing the shit 🤢,0.9007909757000686,0.10777075678736753,OFF
1159623734375772160,@USER @USER Shut the fuck up....,0.907643178245624,0.09324471929417354,OFF
1159624052966748162,@USER Shut the fuck Up Dave,0.9177931442899152,0.07321296901134881,OFF
1159615647392915459,Some movies wouldn't be a movie without the characters doing stupid shit.,0.906914797804668,0.1354397571210227,OFF
1154910632094904320,Swear I’m the wrong one to be petty with. I’m with all the fuck shit,0.9167477530243195,0.13723443520405068,OFF
1159551873629601792,Ew why the fuck was I being a depressed little Bitch yesterday,0.9081768632354758,0.12792858748495867,OFF
1159534111737950208,I rather be the bitch talked bout then the miserable bitch talkin 🤭,0.9081448585350186,0.14202173532848547,OFF
1159622316017541120,mfs dont even b worth the shit they put u thru,0.9075097876981848,0.1073694242017115,OFF
1159628013207719937,Bitches be mad at you cause they nigga inlove with you 😂😂 bitch hate him not me..,0.9068815671772618,0.14097040729885313,OFF
1148856459310063617,Die for me bitch I’m perfect.,0.916822004950087,0.1051854154320103,OFF
1159600190883545095,niggas hate a bitch that find out everything 😭 it’s me i’m the bitch,0.9091080749967346,0.1359567429175124,OFF
1159634316411985920,"@USER Shut the fuck up, European",0.9105596528401484,0.0921689849181984,OFF
1159633398090096641,butt ass naked watching the sunset,0.907863615997526,0.1116853235403224,OFF
1159634719400579072,@USER @USER @USER @USER @USER @USER Do u actually believe he can put shit on the dark web? He is full of shit cunt!,0.9069299648973256,0.12638654587009415,OFF
1159638024633880576,@USER Can His Ass!,0.9010443236176426,0.1017438578332305,OFF
1157905069490225157,I get prettier like every month dis shit crazyy,0.904741034476968,0.12755242902636413,OFF
1159296466382413825,Giving your pussy up is not revenge you just a dumb ass hoe,0.9085950029304992,0.13679161678257573,OFF
1159645846842904576,@USER i unstanned cus her behavior ugly as shit,0.9004568607091759,0.11337392340813135,OFF
1159649282191810560,@USER I will avenge the shit out of your death.,0.9113186767998608,0.12300712019746353,OFF
1159649315645792256,@USER Get off Ronnie’s ass jealous mother fucking pieces of trash,0.9150101653599207,0.12612598436350567,OFF
1159651743942225920,@USER shut the fuck up,0.9231696306032392,0.07630696674334547,OFF
1159651756264923137,@USER shut the fuck up gerald,0.9227921340660308,0.07630470067703866,OFF
1159655076853669895,Like imagine cold ass ketchup on your fucking eggs 😒😒😒Thst shit really pisses me the fuck off -_-,0.9201714446992848,0.11832870993202015,OFF
1159626547407536128,Hey... the fuck off that phone.  Get them hands on my thick ass.,0.9133706104693904,0.11751776200638984,OFF
