id,text,average,std,label
1159524764874149888,"Tune in to a fresh new episode of @USER radio, with LOADS of new music for you! Tune in à",0.09484932833598243,0.1470890306084674,NOT
1159535775714881539,"@USER As we age, our perception of ourself may change---but change and growth can be beautiful",0.0969999669483486,0.15887300739381452,NOT
861553587373174785,"Rest, drink from my book of tea, rejuvenate, and find the way back to truth, objectivity, freedom, and true love.#Sentio",0.09319320742632084,0.10715550964570487,NOT
1159536446736412672,Love is so beautiful and I love the idea of it.,0.0791209873974029,0.15016721322528134,NOT
1159536476432011264,What’s the best hotel in Vegas? I need a spot for @USER!,0.08838132026949022,0.1530402790562878,NOT
1159536845165928449,@USER Marked it in the calendar thanks! Happy super belated.,0.09647855848056199,0.1502930752240666,NOT
1159536763301294080,"I just want to love, love someone good to me ...",0.08836151558713302,0.157635091161238,NOT
1159345484663853057,Welcome to tamil cinema @USER 🙏 . Small but beautiful role. #NerKondaPaarvai,0.07541691392203817,0.11416261694938415,NOT
1159535743674519558,Thank you @USER for linking @USER and me on this 🔥 track I hope you all love it as much as I do ❤️ @USER,0.09580633650994892,0.15187358662087722,NOT
1159535930430164992,i hope shia labeouf is having a good day. i really mean that. i hope today is just extremely enjoyable for him,0.09730343059873596,0.16088932227836925,NOT
1159533298361745408,"""seventeen @USER is the best thing that happened to me"" daily tweet",0.09842370397266266,0.1575428852187021,NOT
1159540071055462400,I'm falling in love for someone who's not falling in love with me,0.09914396962420384,0.16258531413097976,NOT
1159540036737687554,"Welcome to The Arsenal, @USER 😄  🇧🇷 #BemvindoDavid",0.09050200460521823,0.1302746856260931,NOT
1159541051134271489,"Love to see it!! 😭Welcome to The Arsenal, @USER 😄  🇧🇷 #BemvindoDavid",0.09695207941149636,0.15859715587197765,NOT
1159541081282875392,@USER Lucas. Its thursday. Where's my Patterson? Happy birthday by the way. Enjoy your datos!,0.0979718235549855,0.15163780063805954,NOT
1159541093614178304,"@USER I’m happy it did, love you so much for the support appreciate it 💌",0.08557357233837644,0.1542927469421408,NOT
1159541093991702528,"""I am the light, the way"" 🤲🏻",0.09458542996023962,0.15090117982209386,NOT
1159541098173407235,@USER All the best in your retirement 🔟❤️,0.08147894166348922,0.1554952032126345,NOT
1159541106264215553,@USER More details of the address please,0.09714165379945038,0.1518252041539285,NOT
1159541110819184642,@USER Plus I enjoy the banter with checkout assistant ....,0.0942817546412362,0.1199040816752058,NOT
1159541114942251009,@USER the time is indeed 08/08/2019 19:05:02 thanks for contacting us,0.09289408599894397,0.16034578133790806,NOT
1159288161400438785,So proud of the new leaders of SiS. I love you ladies ❤️,0.08753253897849915,0.15939397451654366,NOT
1159541769316577281,@USER thank you for the following,0.07371922529421669,0.14360855531288022,NOT
1159541558154342400,I’m ready for midnight tonight for all the new music,0.0957750340486173,0.16816096047946072,NOT
1159541806981419008,"@USER Haha! Thank you, the strong winds don't reach here until Saturday midday, we'll be gone by then though.",0.09168810692871453,0.15921627449562156,NOT
1159538148730441728,@USER Happy for  the winners,0.0812471903638655,0.14083139856367047,NOT
1159514227436150785,@USER Completely agree. He is very underrated and I wish the best for his future,0.09281228813009196,0.16280706092946082,NOT
1159518258166259713,What's our Target Before 12:00 AM ?  Reply with tag ✊  #HappyBirthdaySSMB @USER,0.09912932544149122,0.1657100207827575,NOT
1159542880219947008,@USER @USER @USER @USER @USER  join the giveaway,0.07752596709432,0.10135979238483224,NOT
1159542884997222410,@USER @USER @USER Thank you for stating the obvious 🙂,0.09253501772566347,0.14425560395775466,NOT
